표준코드,단축코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
"KR7233740000","233740","삼성 KODEX 코스닥150 레버리지증권상장지수투자신탁(주식-파생형)","KODEX 코스닥150레버리지","SAMSUNG KODEX KOSDAQ150 LEVERAGE ETF","2015/12/17","코스닥 150","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","155500000","삼성자산운용","100000","0.640","배당소득세(보유기간과세)"
"KR7360150007","360150","삼성 KODEX 코스닥150롱코스피200숏선물증권상장지수투자신탁[주식-파생형]","KODEX 코스닥150롱코스피200숏선물","SAMSUNG KODEX KOSDAQ150LONGKOSPI200SHORT Futures ETF","2020/08/21","코스닥150 롱 100% 코스피200 숏 100% 선물지수","KRX","일반 (1)","실물(패시브)","국내","주식","1500000","삼성자산운용","100000","0.640","배당소득세(보유기간과세)"
"KR7251340006","251340","삼성 KODEX 코스닥150인버스증권상장지수투자신탁(주식-파생형)","KODEX 코스닥150선물인버스","SAMSUNG KODEX KOSDAQ150 INVERSE ETF","2016/08/10","F-코스닥150 지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","주식","60100000","삼성자산운용","100000","0.640","배당소득세(보유기간과세)"
"KR7226490001","226490","삼성 KODEX 코스피 증권상장지수투자신탁(신탁)","KODEX 코스피","Samsung KODEX KOSPI ETF","2015/08/24","코스피","KRX","일반 (1)","실물(패시브)","국내","주식","18200000","삼성자산운용","100000","0.150","비과세"
"KR7359210002","359210","삼성 KODEX 코스피TotalReturn증권상장지수투자신탁[주식]","KODEX 코스피TR","SAMSUNG KODEX KOSPI TotalReturn ETF","2020/07/21","코스피 TR","KRX","일반 (1)","실물(패시브)","국내","주식","4000000","삼성자산운용","200000","0.070","배당소득세(보유기간과세)"
"KR7337140008","337140","삼성 KODEX 코스피대형주증권상장지수투자신탁[주식]","KODEX 코스피대형주","SAMSUNG KODEX KOSPI LargeCap ETF","2019/11/14","코스피 대형주","KRX","일반 (1)","실물(패시브)","국내","주식","1900000","삼성자산운용","100000","0.150","비과세"
"KR7138920004","138920","삼성 KODEX 콩선물특별자산상장지수투자신탁(콩-파생형)(H)","KODEX 콩선물(H)","SAMSUNG KODEX SOYBEANS FUTURES SPECIAL ASSET ETF","2011/03/15","S&P GSCI Soybeans Index(TR)","S&P","일반 (1)","실물(패시브)","해외","원자재","600000","삼성자산운용","100000","0.680","배당소득세(보유기간과세)"
"KR7244660007","244660","삼성 KODEX 퀄리티PLUS증권상장지수투자신탁[주식]","KODEX 퀄리티Plus","Samsung KODEX Quality PLUS ETF","2016/05/13","FnGuide 퀄리티 Plus 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","500000","삼성자산운용","100000","0.300","비과세"
"KR7375770005","375770","삼성 KODEX 탄소효율그린뉴딜증권상장지수투자신탁[주식]","KODEX 탄소효율그린뉴딜","SAMSUNG KODEX Carbon Efficient Green New Deal ETF","2021/02/05","KRX/S&P 탄소효율 그린뉴딜지수","KRX","일반 (1)","실물(패시브)","국내","주식","3200000","삼성자산운용","100000","0.090","비과세"
"KR7266410000","266410","삼성 KODEX 필수소비재증권상장지수투자신탁[주식형]","KODEX 필수소비재","Samsung KODEX Consumer Staples ETF","2017/03/28","KRX 필수소비재","KRX","일반 (1)","실물(패시브)","국내","주식","2200000","삼성자산운용","200000","0.450","비과세"
"KR7298770009","298770","삼성 KODEX 한국대만IT프리미어증권상장지수투자신탁[주식-파생형]","KODEX 한국대만IT프리미어","Samsung KODEX Korea Taiwan IT Premier ETF","2018/06/11","한국 대만 IT 프리미어지수","S&P","일반 (1)","실물(패시브)","국내&해외","주식","3900000","삼성자산운용","100000","0.550","배당소득세(보유기간과세)"
"KR7266420009","266420","삼성 KODEX 헬스케어증권상장지수투자신탁[주식형]","KODEX 헬스케어","Samsung KODEX Healthcare ETF","2017/03/28","KRX 헬스케어","KRX","일반 (1)","실물(패시브)","국내","주식","2200000","삼성자산운용","100000","0.090","비과세"
"KR7364690008","364690","삼성 KODEX 혁신기술테마액티브증권상장지수투자신탁[주식]","KODEX 혁신기술테마액티브","SAMSUNG KODEX Innovative Tech Active ETF","2020/09/29","코스피","KRX","일반 (1)","실물(액티브)","국내","주식","800000","삼성자산운용","100000","0.300","배당소득세(보유기간과세)"
"KR7069500007","069500","삼성 KODEX200 증권상장지수투자신탁[주식]","KODEX 200","SAMSUNG KODEX200 ETF","2002/10/14","코스피 200","KRX","일반 (1)","실물(패시브)","국내","주식","179150000","삼성자산운용","50000","0.150","비과세"
"KR7284430006","284430","삼성 KODEX200미국채혼합증권상장지수투자신탁[채권혼합-파생형]","KODEX 200미국채혼합","Samsung KODEX 200 US Treasury notes Balanced ETF","2017/11/30","코스피 200 미국채 혼합지수","KRX","일반 (1)","실물(패시브)","국내&해외","혼합자산","3200000","삼성자산운용","80000","0.350","배당소득세(보유기간과세)"
"KR7321410003","321410","삼성 KODEX모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H)","KODEX 멀티에셋하이인컴(H)","Samsung KODEX Morningstar Multi-Asset High Income ETF(H)","2019/06/05","Morningstar Multi-Asset High Income 10% Capped Index","MorningStar","일반 (1)","실물(패시브)","해외","혼합자산","500000","삼성자산운용","100000","0.250","배당소득세(보유기간과세)"
"KR7219480001","219480","삼성KODEX S&P500선물증권상장지수투자신탁[주식-파생형](H)","KODEX 미국S&P500선물(H)","SAMSUNG KODEX S&P500 Futures ETF(H)","2015/05/29","S&P 500 Futures Total Return Index","S&P","일반 (1)","실물(패시브)","해외","주식","7550000","삼성자산운용","50000","0.050","배당소득세(보유기간과세)"
"KR7176950004","176950","삼성KODEX10년국채선물인버스증권상장지수투자신탁[채권-파생형]","KODEX 국채선물10년인버스","SAMSUNG KODEX 10Y F-LKTB INVERSE ETF","2013/05/31","10년국채선물지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","채권","66000","삼성자산운용","6000","0.070","배당소득세(보유기간과세)"
"KR7152380002","152380","삼성KODEX10년국채선물증권상장지수투자신탁[채권-파생형]","KODEX 국채선물10년","SAMSUNG KODEX 10Y F-LKTB ETF","2012/01/20","10년국채선물지수","KRX","일반 (1)","실물(패시브)","국내","채권","726000","삼성자산운용","6000","0.070","배당소득세(보유기간과세)"
"KR7117700005","117700","삼성KODEX건설증권상장지수투자신탁[주식]","KODEX 건설","SAMSUNG KODEX Constructions ETF[EQUITY]","2009/10/30","KRX 건설","KRX","일반 (1)","실물(패시브)","국내","주식","21300000","삼성자산운용","100000","0.450","비과세"
"KR7214980005","214980","삼성KODEX단기채권PLUS증권상장지수투자신탁[채권]","KODEX 단기채권PLUS","SAMSUNG KODEX KRW CASH PLUS ETF","2015/03/03","KRW Cash PLUS 지수(총수익)","한국자산평가(KAP)","일반 (1)","실물(패시브)","국내","채권","14094000","삼성자산운용","1000","0.150","배당소득세(보유기간과세)"
"KR7153130000","153130","삼성KODEX단기채권증권상장지수투자신탁[채권]","KODEX 단기채권","SAMSUNG KODEX KRW CASH ETF","2012/02/22","KRW Cash 지수(총수익)","FnGuide","일반 (1)","실물(패시브)","국내","채권","9807000","삼성자산운용","1000","0.150","배당소득세(보유기간과세)"
"KR7122630007","122630","삼성KODEX레버리지증권상장지수투자신탁[주식-파생형]","KODEX 레버리지","SAMSUNG KODEX LEVERAGE ETF[EQUITY-DERIVATIVES]","2010/02/22","코스피 200","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","146900000","삼성자산운용","50000","0.640","배당소득세(보유기간과세)"
"KR7185680006","185680","삼성KODEX미국바이오테크증권상장지수투자신탁[주식-파생형](합성)","KODEX 미국S&P바이오(합성)","Samsung KODEX SYNTH-US Biotech ETF","2013/10/31","S&P Biotechnology Select Industry Index","S&P","일반 (1)","합성(패시브)","해외","주식","516000","삼성자산운용","1000","0.250","배당소득세(보유기간과세)"
"KR7200030005","200030","삼성KODEX미국산업재증권상장지수투자신탁[주식-파생형](합성)","KODEX 미국S&P산업재(합성)","Samsung KODEX SYNTH-US Industrial ETF","2014/06/12","S&P Select Sector Industrial Index","S&P","일반 (1)","합성(패시브)","해외","주식","574000","삼성자산운용","1000","0.250","배당소득세(보유기간과세)"
"KR7140700006","140700","삼성KODEX보험증권상장지수투자신탁[주식]","KODEX 보험","SAMSUNG KODEX INSURANCE ETF[EQUITY]","2011/04/26","KRX 보험","KRX","일반 (1)","실물(패시브)","국내","주식","2400000","삼성자산운용","100000","0.450","비과세"
"KR7213610009","213610","삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식]","KODEX 삼성그룹밸류","SAMSUNG KODEX SAMSUNG Group Value ETF","2015/01/08","WISE 삼성그룹 밸류 인덱스","WiseFn","일반 (1)","실물(패시브)","국내","주식","29700000","삼성자산운용","100000","0.090","비과세"
"KR7117460006","117460","삼성KODEX에너지화학증권상장지수투자신탁[주식]","KODEX 에너지화학","SAMSUNG KODEX ENERGY&CHEMICALS ETF[EQUITY]","2009/10/12","KRX 에너지화학","KRX","일반 (1)","실물(패시브)","국내","주식","1610000","삼성자산운용","70000","0.450","비과세"
"KR7140710005","140710","삼성KODEX운송증권상장지수투자신탁[주식]","KODEX 운송","SAMSUNG KODEX TRANSPORTATION ETF[EQUITY]","2011/04/26","KRX 운송","KRX","일반 (1)","실물(패시브)","국내","주식","2800000","삼성자산운용","100000","0.450","비과세"
"KR7114800006","114800","삼성KODEX인버스증권상장지수투자신탁[주식-파생형]","KODEX 인버스","SAMSUNG KODEX INVERSE ETF","2009/09/16","코스피 200 선물지수","KRX","1X 인버스 (-1)","실물(패시브)","국내","주식","152300000","삼성자산운용","100000","0.640","배당소득세(보유기간과세)"
"KR7117680009","117680","삼성KODEX철강증권상장지수투자신탁[주식]","KODEX 철강","SAMSUNG KODEX STEELS ETF[EQUITY]","2009/10/30","KRX 철강","KRX","일반 (1)","실물(패시브)","국내","주식","4900000","삼성자산운용","70000","0.450","비과세"
"KR7411540008","411540","신한 SOL 200 Top10증권상장지수투자신탁[주식]","SOL 200 Top10","Shinhan SOL 200 Top10 ETF","2021/12/09","코스피 200 Top 10 지수","KRX","일반 (1)","실물(패시브)","국내","주식","6400000","신한자산운용","100000","0.150","비과세"
"KR7295040000","295040","신한 SOL 200 Total Return증권상장지수투자신탁[주식]","SOL 200TR","Shinhan SOL 200 Total Return ETF","2018/04/23","코스피 200 TR","KRX","일반 (1)","실물(패시브)","국내","주식","19050000","신한자산운용","150000","0.050","배당소득세(보유기간과세)"
"KR7444200000","444200","신한 SOL KEDI메가테크액티브증권상장지수투자신탁[주식]","SOL KEDI메가테크액티브","Shinhan SOL KEDI Mega Tech Active ETF","2022/10/18","KEDI 메가테크지수(PR)","한국경제신문","일반 (1)","실물(액티브)","국내","주식","800000","신한자산운용","50000","0.550","배당소득세(보유기간과세)"
"KR7363510009","363510","신한 SOL KIS단기통안채증권상장지수투자신탁[채권]","SOL KIS단기통안채","Shinhan SOL KIS Short-term MSB ETF","2020/09/09","KIS 단기통안채 Index(총수익)","KIS 채권평가","일반 (1)","실물(패시브)","국내","채권","666000","신한자산운용","1000","0.070","배당소득세(보유기간과세)"
"KR7292500006","292500","신한 SOL KRX300증권상장지수투자신탁[주식]","SOL KRX300","Shinhan SOL KRX300 ETF","2018/03/26","KRX 300","KRX","일반 (1)","실물(패시브)","국내","주식","700000","신한자산운용","100000","0.050","비과세"
"KR7404650004","404650","신한 SOL KRX기후변화솔루션증권상장지수투자신탁[주식]","SOL KRX기후변화솔루션","Shinhan SOL KRX Climate Change Solutions ETF","2021/10/29","KRX 기후변화 솔루션지수","KRX","일반 (1)","실물(패시브)","국내","주식","800000","신한자산운용","100000","0.150","비과세"
"KR7438570004","438570","신한 SOL 국고채10년증권상장지수투자신탁[채권]","SOL 국고채10년","Shinhan SOL Korea Treasury Bond 10Y ETF","2022/09/06","KAP 국고채10년지수(총수익지수)","한국자산평가(KAP)","일반 (1)","실물(패시브)","국내","채권","171000","신한자산운용","1000","0.050","배당소득세(보유기간과세)"
"KR7438560005","438560","신한 SOL 국고채3년증권상장지수투자신탁[채권]","SOL 국고채3년","Shinhan SOL Korea Treasury Bond 3Y ETF","2022/09/06","KAP 국고채3년지수(총수익지수)","한국자산평가(KAP)","일반 (1)","실물(패시브)","국내","채권","223000","신한자산운용","1000","0.050","배당소득세(보유기간과세)"
"KR7400590006","400590","신한 SOL 글로벌탄소배출권선물IHS특별자산ETF[탄소배출권-파생형](합성)","SOL 글로벌탄소배출권선물IHS(합성)","Shinhan SOL IHS Markit Global Carbon Emission(Synthetic) ETF","2021/09/30","IHS Markit Global Carbon Index(Total Return)","Markit","일반 (1)","합성(패시브)","해외","기타","2500000","신한자산운용","100000","0.550","배당소득세(보유기간과세)"
"KR7433330008","433330","신한 SOL 미국S&P500 증권상장지수투자신탁[주식]","SOL 미국S&P500","Shinhan SOL S&P500 ETF","2022/06/21","S&P 500","S&P","일반 (1)","실물(패시브)","해외","주식","3200000","신한자산운용","100000","0.050","배당소득세(보유기간과세)"
"KR7399110006","399110","신한 SOL 미국S&P500ESG증권상장지수투자신탁[주식]","SOL 미국S&P500ESG","Shinhan SOL S&P500ESG ETF","2021/09/14","S&P500 ESG(PR)","S&P","일반 (1)","실물(패시브)","해외","주식","2900000","신한자산운용","100000","0.150","배당소득세(보유기간과세)"
"KR7400580007","400580","신한 SOL 유럽탄소배출권선물S&P특별자산상장지수투자신탁[탄소배출권-파생형](H)","SOL 유럽탄소배출권선물S&P(H)","Shinhan SOL S&P Carbon Emission(EUA)(H) ETF","2021/09/30","S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER","S&P","일반 (1)","실물(패시브)","해외","기타","1200000","신한자산운용","100000","0.550","배당소득세(보유기간과세)"
"KR7220130009","220130","신한 SOL 중국본토중소형CSI500증권상장지수투자신탁(주식-파생형)(합성 H)","SOL 중국본토 중소형 CSI500(합성 H)","Shinhan SOL Synth-China Mainland Small & Mid Cap CSI500 ETF(H)","2015/06/08","CSI 500 지수","CSI","일반 (1)","합성(패시브)","해외","주식","900000","신한자산운용","100000","0.600","배당소득세(보유기간과세)"
"KR7415760008","415760","신한 SOL 차이나육성산업액티브증권상장지수투자신탁[주식혼합-파생형](합성)","SOL 차이나육성산업액티브(합성)","Shinhan SOL China Fostering Industry Active(Synthetic) ETF","2022/01/13","STAR 50 Index(Price Return)","CSI","일반 (1)","합성(액티브)","해외","주식","1300000","신한자산운용","20000","0.550","배당소득세(보유기간과세)"
"KR7413220005","413220","신한 SOL 차이나태양광CSI증권상장지수투자신탁[주식혼합-파생형](합성)","SOL 차이나태양광CSI(합성)","Shinhan SOL China Photovoltaic CSI(Synthetic) ETF","2021/12/22","CSI Photovoltaic Industry Index(PR)","CSI","일반 (1)","합성(패시브)","해외","주식","1200000","신한자산운용","100000","0.500","배당소득세(보유기간과세)"
